Date,Open,High,Low,Volume,Close
2021-12-17,47653.73,48004.89,45618.21,32902725329.0,46202.14
2021-12-16,48900.46,49425.57,47529.88,27268150947.0,47665.43
2021-12-15,48379.75,49473.96,46671.96,36541828520.0,48896.72
2021-12-14,46709.82,48431.4,46424.5,34638619079.0,46612.63
2021-12-13,50114.74,50205.0,45894.85,32166727776.0,46737.48
2021-12-12,49354.86,50724.87,48725.85,21939223599.0,50098.34
2021-12-11,47264.63,49458.21,46942.35,25775869261.0,49362.51
2021-12-10,47642.14,50015.25,47023.7,30966005122.0,47243.3
2021-12-09,50450.08,50797.16,47358.35,29603577251.0,47672.12
2021-12-08,50667.65,51171.38,48765.99,28479699446.0,50504.8
2021-12-07,50581.83,51934.78,50175.81,33676814852.0,50700.09
2021-12-06,49413.48,50929.52,47281.04,37707308001.0,50582.63
2021-12-05,49201.52,49768.15,47857.5,37198201161.0,49368.85
2021-12-04,53727.88,53904.68,42874.62,61385677469.0,49200.7
2021-12-03,56509.16,57482.17,52496.59,39789134215.0,53598.25
2021-12-02,57217.37,57349.23,55895.13,32379968686.0,56477.82
2021-12-01,56907.96,59041.68,56553.08,36858195307.0,57229.83
2021-11-30,57830.11,59113.4,56057.28,36708594618.0,57005.43
2021-11-29,57291.91,58872.88,56792.53,32370840356.0,57806.57
2021-11-28,54813.02,57393.84,53576.73,28116886357.0,57248.46
2021-11-27,53736.43,55329.26,53668.36,30560857714.0,54815.08
2021-11-26,58960.29,59183.48,53569.77,41810748221.0,53569.77
2021-11-25,57165.42,59367.97,57146.68,34284016248.0,57274.68
2021-11-24,57565.85,57803.07,55964.22,36635566789.0,56280.43
2021-11-23,56304.55,57875.52,55632.76,37485803899.0,57569.07
2021-11-22,58706.85,59266.36,55679.84,35036121783.0,56289.29
2021-11-21,59730.51,60004.43,58618.93,26123447605.0,58730.48
2021-11-20,58115.08,59859.88,57469.73,30624264863.0,59697.2
2021-11-19,56896.13,58351.11,55705.18,38702407772.0,58119.58
2021-11-18,60360.14,60948.5,56550.79,41388338699.0,56942.14
2021-11-17,60139.62,60823.61,58515.41,39178392930.0,60368.01
2021-11-16,63721.2,63721.2,59016.34,46844335592.0,60161.25
2021-11-15,65521.29,66281.57,63548.14,30558763548.0,63557.87
2021-11-14,64455.37,65495.18,63647.81,25122092191.0,65466.84
2021-11-13,64158.12,64915.68,63303.73,30474228777.0,64469.53
2021-11-12,64863.98,65460.82,62333.91,36084893887.0,64155.94
2021-11-11,64978.89,65579.02,64180.49,35880633236.0,64949.96
2021-11-10,66953.34,68789.63,63208.11,48730828378.0,64995.23
2021-11-09,67549.73,68530.34,66382.06,42357991721.0,66971.83
2021-11-08,63344.07,67673.74,63344.07,41125608330.0,67566.83
2021-11-07,61554.92,63326.99,61432.49,24726754302.0,63326.99
2021-11-06,61068.88,61590.68,60163.78,29094934221.0,61527.48
2021-11-05,61460.08,62541.47,60844.61,30605102446.0,61125.68
2021-11-04,62941.8,63123.29,60799.66,32615846901.0,61452.23
2021-11-03,63254.34,63516.94,61184.24,36124731509.0,62970.05
2021-11-02,60963.25,64242.79,60673.05,37746665647.0,63226.4
2021-11-01,61320.45,62419.0,59695.18,36150572843.0,61004.41
2021-10-31,61850.49,62406.17,60074.33,32241199927.0,61318.96
2021-10-30,62239.36,62330.14,60918.39,32157938616.0,61888.83
2021-10-29,60624.87,62927.61,60329.96,36856881767.0,62227.96
2021-10-28,58470.73,62128.63,58206.92,45257083247.0,60622.14
2021-10-27,60352.0,61435.18,58208.19,43657076893.0,58482.39
2021-10-26,63032.76,63229.03,59991.16,34878965587.0,60363.79
2021-10-25,60893.93,63729.32,60691.8,31064911614.0,63039.82
2021-10-24,61368.34,61505.8,59643.34,27316183882.0,60930.84
2021-10-23,60694.63,61743.88,59826.52,26882546034.0,61393.62
2021-10-22,62237.89,63715.02,60122.8,38434082775.0,60692.27
2021-10-21,66002.23,66600.55,62117.41,45908121370.0,62210.17
2021-10-20,64284.59,66930.39,63610.68,40788955582.0,65992.84
2021-10-19,62043.16,64434.54,61622.93,40471196346.0,64261.99
2021-10-18,61548.8,62614.66,60012.76,38055562075.0,62026.08
2021-10-17,60887.65,61645.52,59164.47,29032367511.0,61553.62
2021-10-16,61609.53,62274.48,60206.12,34250964237.0,60892.18
2021-10-15,57345.9,62757.13,56868.14,51780081801.0,61593.95
2021-10-14,57372.83,58478.73,56957.07,36615791366.0,57321.52
2021-10-13,56038.26,57688.66,54370.97,41684252783.0,57401.1
2021-10-12,57526.83,57627.88,54477.97,41083758949.0,56041.06
2021-10-11,54734.13,57793.04,54519.77,42637331698.0,57484.79
2021-10-10,54952.82,56401.3,54264.26,39527792364.0,54771.58
2021-10-09,53929.78,55397.95,53735.14,32491211414.0,54968.22
2021-10-08,53802.14,55922.98,53688.05,34800873924.0,53967.85
2021-10-07,55338.63,55338.63,53525.47,36807860413.0,53805.98
2021-10-06,51486.66,55568.46,50488.19,49034730168.0,55361.45
2021-10-05,49174.96,51839.98,49072.84,35873904236.0,51514.81
2021-10-04,48208.91,49456.78,47045.0,33383173002.0,49112.9
2021-10-03,47680.03,49130.69,47157.29,26638115879.0,48199.95
2021-10-02,48137.47,48282.06,47465.5,30614346492.0,47711.49
2021-10-01,43816.74,48436.01,43320.02,42850641582.0,48116.94
2021-09-30,41551.27,44092.6,41444.58,31141681925.0,43790.89
2021-09-29,41064.98,42545.26,40829.67,30602359905.0,41564.36
2021-09-28,42200.9,42775.14,40931.66,30214940550.0,41034.54
2021-09-27,43234.18,44313.25,42190.63,30980029059.0,42235.73
2021-09-26,42721.63,43919.3,40848.46,30661222077.0,43208.54
2021-09-25,42840.89,42996.26,41759.92,31604717236.0,42716.59
2021-09-24,44894.3,45080.49,40936.56,42839345714.0,42839.75
2021-09-23,43560.3,44942.18,43109.34,34244064430.0,44895.1
2021-09-22,40677.95,43978.62,40625.63,38139709246.0,43574.51
2021-09-21,43012.23,43607.61,39787.61,48701090088.0,40693.68
2021-09-20,47261.41,47328.2,42598.91,43909845642.0,42843.8
2021-09-19,48268.86,48328.37,46919.8,26967722648.0,47260.22
2021-09-18,47273.53,48791.78,47087.29,28575630451.0,48278.36
2021-09-17,47771.0,48160.92,46832.52,28727713711.0,47267.52
2021-09-16,48158.91,48486.83,47079.56,31764293754.0,47783.36
2021-09-15,47098.0,48450.47,46773.33,30484496466.0,48176.35
2021-09-14,44960.05,47218.13,44752.33,38652152880.0,47092.49
2021-09-13,46057.21,46598.68,43591.32,40969943253.0,44963.07
2021-09-12,45206.63,46364.88,44790.46,27881980161.0,46063.27
2021-09-11,44869.84,45969.29,44818.27,34499835245.0,45201.46
2021-09-10,46396.66,47031.74,44344.48,39154666597.0,44883.91
2021-09-09,45774.74,47261.95,45669.74,38672657013.0,46391.42
2021-09-08,46827.76,47334.05,44561.39,49007762488.0,46091.39
2021-09-07,52660.48,52853.77,43285.21,65210059683.0,46811.13
2021-09-06,51769.0,52700.94,51053.68,38884105426.0,52633.54
2021-09-05,49937.86,51868.68,49538.6,30322676319.0,51753.41
2021-09-04,50009.32,50545.58,49548.78,37471327794.0,49944.63
2021-09-03,49288.25,50982.27,48386.09,43206179619.0,50025.38
2021-09-02,48807.85,50343.42,48652.32,39508070319.0,49327.72
2021-09-01,47099.77,49111.09,46562.44,39139399125.0,48847.03
2021-08-31,47024.34,48189.55,46750.09,34730363427.0,47166.69
2021-08-30,48834.85,48925.61,46950.27,31847007016.0,47054.98
2021-08-29,48911.25,49644.11,47925.86,25889650240.0,48829.83
2021-08-28,49072.59,49283.5,48499.24,28568103401.0,48902.4
2021-08-27,46894.55,49112.79,46394.28,34511076995.0,49058.67
2021-08-26,49002.64,49347.58,46405.78,32666549568.0,46942.22
2021-08-25,47727.26,49202.88,47163.61,32646349931.0,48960.79
2021-08-24,49562.35,49878.77,47687.12,35361168834.0,47706.12
2021-08-23,49291.68,50482.08,49074.61,34305053719.0,49546.15
2021-08-22,48869.11,49471.61,48199.94,25370975378.0,49321.65
2021-08-21,49327.07,49717.02,48312.2,40585205312.0,48905.49
2021-08-20,46723.12,49342.15,46650.71,34706867452.0,49339.18
2021-08-19,44741.88,46970.76,43998.32,37204312299.0,46717.58
2021-08-18,44686.75,45952.06,44364.03,32194123075.0,44801.19
2021-08-17,45936.46,47139.57,44512.42,33451362600.0,44695.36
2021-08-16,47019.96,47998.1,45700.32,32776876610.0,46004.48
2021-08-15,47096.67,47357.11,45579.59,30988958446.0,47047.0
2021-08-14,47810.69,48098.68,46177.63,31211354442.0,47096.95
2021-08-13,44439.69,47831.98,44282.42,31744259539.0,47793.32
2021-08-12,45576.88,46228.91,43861.45,33723620826.0,44428.29
2021-08-11,45599.7,46735.63,45351.71,34319709073.0,45593.64
2021-08-10,46280.85,46637.99,44705.55,33546019517.0,45585.03
2021-08-09,43791.93,46456.83,42848.69,38734079049.0,46365.4
2021-08-08,44574.44,45282.35,43331.91,36302664750.0,43798.12
2021-08-07,42832.8,44689.86,42618.57,40030862141.0,44555.8
2021-08-06,40865.87,43271.66,39932.18,38226483046.0,42816.5
2021-08-05,39744.52,41341.93,37458.0,35185031017.0,40869.55
2021-08-04,38213.33,39952.3,37589.16,25372562724.0,39747.5
2021-08-03,39178.4,39750.03,37782.05,26189830450.0,38152.98
2021-08-02,39907.26,40419.18,38746.35,25595265436.0,39201.95
2021-08-01,41460.84,42541.68,39540.94,26688438115.0,39974.89
2021-07-31,42196.3,42231.45,41110.83,25802845343.0,41626.2
2021-07-30,40027.48,42235.55,38397.36,33072782960.0,42235.55
2021-07-29,39995.45,40593.07,39352.06,27167146027.0,40008.42
2021-07-28,39503.19,40816.07,38862.44,38702404695.0,39995.91
2021-07-27,37276.04,39406.94,36441.73,35097370560.0,39406.94
2021-07-26,35384.03,40499.68,35287.31,51022126212.0,37337.54
2021-07-25,34290.29,35364.93,33881.84,20856685287.0,35350.19
2021-07-24,33593.73,34490.39,33424.86,21664706865.0,34292.45
2021-07-23,32305.96,33581.55,32057.89,22552046192.0,33581.55
2021-07-22,32138.87,32576.4,31745.3,19555230518.0,32313.11
2021-07-21,29796.29,32752.33,29526.18,28203024559.0,32110.69
2021-07-20,30838.29,31006.19,29360.96,23148267245.0,29807.35
2021-07-19,31800.01,31885.86,30563.73,20434789545.0,30817.83
2021-07-18,31533.88,32399.0,31215.49,18787986667.0,31796.81
2021-07-17,31397.31,31935.95,31223.99,18895018942.0,31533.07
2021-07-16,31841.55,32218.41,31100.67,23699476918.0,31421.54
2021-07-15,32827.88,33159.64,31175.71,21300524237.0,31780.73
2021-07-14,32723.85,33061.4,31639.13,21376531210.0,32822.35
2021-07-13,33125.47,33327.1,32261.42,19120856669.0,32702.03
2021-07-12,34254.02,34592.16,32697.31,24321499537.0,33155.85
2021-07-11,33509.08,34584.7,33346.74,20108729370.0,34240.19
2021-07-10,33811.24,34209.07,33116.01,22971873468.0,33520.52
2021-07-09,32861.67,34042.29,32318.88,27436021028.0,33798.01
2021-07-08,33889.61,33907.91,32133.18,29910396946.0,32877.37
2021-07-07,34225.68,34997.66,33839.29,24796027477.0,33855.33
2021-07-06,33723.51,35038.54,33599.92,26501259870.0,34235.2
2021-07-05,35284.34,35284.34,33213.66,26721554282.0,33746.0
2021-07-04,34665.57,35937.57,34396.48,24924307911.0,35287.78
2021-07-03,33854.42,34909.26,33402.7,24383958643.0,34668.55
2021-07-02,33549.6,33939.59,32770.68,38728974942.0,33897.05
2021-07-01,35035.98,35035.98,32883.78,37838957079.0,33572.12
2021-06-30,35908.39,36074.76,34086.15,34059036099.0,35040.84
2021-06-29,34475.56,36542.11,34252.48,37901460044.0,35867.78
2021-06-28,34679.12,35219.89,33902.07,33892523752.0,34434.34
2021-06-27,32287.52,34656.13,32071.76,35511640894.0,34649.64
2021-06-26,31594.66,32637.59,30184.5,38585385521.0,32186.28
2021-06-25,34659.11,35487.25,31350.88,40230904226.0,31637.78
2021-06-24,33682.8,35228.85,32385.21,33123368116.0,34662.44
2021-06-23,32515.71,34753.41,31772.63,46317108925.0,33723.03
2021-06-22,31622.38,33292.45,28893.62,58964353058.0,32505.66
2021-06-21,35641.14,35721.64,31295.94,52809038594.0,31676.69
2021-06-20,35563.14,36059.48,33432.07,36664034054.0,35698.3
2021-06-19,35854.53,36457.8,34933.06,31207279719.0,35615.87
2021-06-18,38099.48,38187.26,35255.86,36200887275.0,35787.25
2021-06-17,38341.42,39513.67,37439.68,37096670047.0,38053.5
2021-06-16,40168.69,40516.78,38176.04,39211635100.0,38347.06
2021-06-15,40427.17,41295.27,39609.47,46420149185.0,40406.27
2021-06-14,39016.97,40978.36,38757.29,43148914673.0,40218.48
2021-06-13,35555.79,39322.78,34864.11,40669112838.0,39097.86
2021-06-12,37340.14,37408.93,34728.19,37924228550.0,35552.52
2021-06-11,36697.03,37608.7,36044.45,38699736985.0,37334.4
2021-06-10,37389.52,38334.32,35847.59,43576032854.0,36702.6
2021-06-09,33416.98,37537.37,32475.87,53972919008.0,37345.12
2021-06-08,33589.52,34017.39,31114.44,49902050442.0,33472.63
2021-06-07,35835.27,36790.57,33480.64,33683936663.0,33560.71
2021-06-06,35538.61,36436.42,35304.58,28913440585.0,35862.38
2021-06-05,36880.16,37917.71,34900.41,35959473399.0,35551.96
2021-06-04,39242.48,39242.48,35717.72,41831090187.0,36894.41
2021-06-03,37599.41,39478.95,37243.97,35460750427.0,39208.77
2021-06-02,36699.92,38231.34,35966.31,33070867190.0,37575.18
2021-06-01,37293.79,37896.73,35787.09,34639423297.0,36684.93
2021-05-31,35658.59,37468.25,34241.95,39009847639.0,37332.86
2021-05-30,34607.41,36400.67,33520.74,31646080921.0,35678.13
2021-05-29,35684.16,37234.5,33693.93,45231013335.0,34616.07
2021-05-28,38507.08,38856.97,34779.04,55200191952.0,35697.61
2021-05-27,39316.89,40379.62,37247.9,43210968721.0,38436.97
2021-05-26,38392.63,40782.08,37905.84,51346735160.0,39294.2
2021-05-25,38795.78,39776.35,36581.43,56211915803.0,38402.22
2021-05-24,34700.36,39835.14,34551.08,67359584098.0,38705.98
2021-05-23,37531.45,38289.22,31227.34,78469274361.0,34770.58
2021-05-22,37371.03,38831.05,35383.68,57377273240.0,37536.63
2021-05-21,40596.95,42172.17,33616.45,82051616861.0,37304.69
2021-05-20,36753.67,42462.98,35050.62,88281943359.0,40782.74
2021-05-19,42944.98,43546.12,30681.5,126358098747.0,37002.44
2021-05-18,43488.06,45812.46,42367.83,56187365084.0,42909.4
2021-05-17,46415.9,46623.56,42207.29,74903638450.0,43537.51
2021-05-16,46716.64,49720.04,43963.35,64047871555.0,46456.06
2021-05-15,49855.5,50639.66,46664.14,59161047474.0,46760.19
2021-05-14,49682.98,51438.12,48868.58,55737497453.0,49880.54
2021-05-13,49735.43,51330.84,46980.02,96721152926.0,49716.19
2021-05-12,56714.53,57939.36,49150.54,75215403907.0,49150.54
2021-05-11,55847.24,56872.54,54608.65,61308396325.0,56704.57
2021-05-10,58250.87,59519.36,54071.46,71776546298.0,55859.8
2021-05-09,58877.39,59210.88,56482.0,65906690347.0,58232.32
2021-05-08,57352.77,59464.61,56975.21,65382980634.0,58803.78
2021-05-07,56413.95,58606.63,55321.85,68434023376.0,57356.4
2021-05-06,57441.31,58363.32,55382.51,69523285106.0,56396.52
2021-05-05,53252.16,57911.36,52969.05,69241316747.0,57424.01
2021-05-04,57214.18,57214.18,53191.43,68564706967.0,53333.54
2021-05-03,56620.27,58973.31,56590.87,51713139031.0,57200.29
2021-05-02,57825.86,57902.59,56141.91,38177405335.0,56631.08
2021-05-01,57714.66,58448.34,57052.27,42836427360.0,57828.05
2021-04-30,53568.66,57900.72,53129.6,52395931985.0,57750.18
2021-04-29,54858.09,55115.84,52418.03,46088929780.0,53555.11
2021-04-28,55036.64,56227.21,53887.92,48000572955.0,54824.7
2021-04-27,54030.3,55416.96,53319.19,49448222757.0,55033.12
2021-04-26,49077.79,54288.0,48852.8,58284039825.0,54021.75
2021-04-25,50052.83,50506.02,47159.48,46117114240.0,49004.25
2021-04-24,51143.23,51167.56,48805.29,49014494781.0,50050.87
2021-04-23,51739.81,52120.79,47714.66,86668667320.0,51093.65
2021-04-22,53857.11,55410.23,50583.81,74798630778.0,51762.27
2021-04-21,56471.13,56757.97,53695.47,54926612466.0,53906.09
2021-04-20,55681.79,57062.15,53448.05,67849323955.0,56473.03
2021-04-19,56191.59,57520.05,54368.59,65344865159.0,55724.27
2021-04-18,60701.89,61057.46,52829.54,97468872758.0,56216.18
2021-04-17,61529.92,62572.18,60361.35,66138759198.0,60683.82
2021-04-16,63258.5,63594.72,60222.53,84293007468.0,61572.79
2021-04-15,63075.2,63821.67,62208.96,60954381579.0,63314.01
2021-04-14,63523.75,64863.1,61554.8,77451779687.0,63109.7
2021-04-13,59890.02,63742.29,59869.96,69983454362.0,63503.46
2021-04-12,60175.95,61253.04,59589.88,51828688519.0,59893.45
2021-04-11,59846.23,60790.55,59289.8,46280252580.0,60204.96
2021-04-10,58253.78,61276.66,58038.71,58238470525.0,59793.23
2021-04-09,58326.56,58937.05,57807.86,46655208546.0,58245.0
2021-04-08,56099.91,58338.74,55879.09,53053855641.0,58323.95
2021-04-07,58186.51,58731.14,55604.02,75645303584.0,56048.94
2021-04-06,59171.93,59479.58,57646.81,66058027988.0,58192.36
2021-04-05,58760.88,59891.3,57694.82,60706272115.0,59057.88
2021-04-04,57604.84,58913.75,57168.68,50749662970.0,58758.55
2021-04-03,59397.41,60110.27,57603.89,59641344484.0,57603.89
2021-04-02,59098.88,60267.19,58869.28,58727860620.0,59384.31
2021-04-01,58926.56,59586.07,58505.28,61669163792.0,59095.81
2021-03-31,58930.28,59930.03,57726.42,65520826225.0,58918.83
2021-03-30,57750.13,59447.22,57251.55,54414116432.0,58917.69
2021-03-29,55947.9,58342.1,55139.34,57625587027.0,57750.2
2021-03-28,55974.94,56610.31,55071.11,47686580918.0,55950.75
2021-03-27,55137.57,56568.21,54242.91,47266542233.0,55973.51
2021-03-26,51683.01,55137.31,51579.86,56652197978.0,55137.31
2021-03-25,52726.75,53392.39,50856.57,67999812841.0,51704.16
2021-03-24,54710.49,57262.38,52514.33,70567223787.0,52774.27
2021-03-23,54511.66,55985.44,53470.7,56435023914.0,54738.95
2021-03-22,57517.89,58471.48,54288.16,56521454974.0,54529.14
2021-03-21,58309.91,58767.9,56005.62,51943414539.0,57523.42
2021-03-20,58332.26,60031.29,58213.3,50361731222.0,58313.64
2021-03-19,57850.44,59498.38,56643.7,49063873786.0,58346.65
2021-03-18,58893.08,60116.25,54253.58,55746041000.0,57858.92
2021-03-17,56825.83,58969.82,54528.63,60258313191.0,58870.89
2021-03-16,55840.79,56833.18,53555.03,59749798599.0,56804.9
2021-03-15,59267.43,60540.99,55393.16,66419369890.0,55907.2
2021-03-14,61221.13,61597.92,59302.32,43901225564.0,59302.32
2021-03-13,57343.37,61683.86,56217.97,60669829814.0,61243.09
2021-03-12,57821.22,57996.62,55376.65,55689944702.0,57332.09
2021-03-11,55963.18,58091.06,54484.59,56772343595.0,57805.12
2021-03-10,54824.01,57258.25,53290.89,57295577614.0,56008.55
2021-03-09,52272.97,54824.12,51981.83,50912227385.0,54824.12
2021-03-08,51174.12,52314.07,49506.05,48597428048.0,52246.52
2021-03-07,48918.68,51384.37,48918.68,43137459378.0,51206.69
2021-03-06,48899.23,49147.22,47257.53,34363564661.0,48912.38
2021-03-05,48527.03,49396.43,46542.52,48625928883.0,48927.3
2021-03-04,50522.3,51735.09,47656.93,52343816680.0,48561.17
2021-03-03,48415.82,52535.14,48274.32,53220811975.0,50538.24
2021-03-02,49612.11,50127.51,47228.84,47530897720.0,48378.99
2021-03-01,45159.5,49784.02,45115.09,53891300112.0,49631.24
2021-02-28,46194.02,46716.43,43241.62,53443887451.0,45137.77
2021-02-27,46344.77,48253.27,45269.03,45910946382.0,46188.45
2021-02-26,47180.46,48370.79,44454.84,350967941479.0,46339.76
2021-02-25,49709.08,51948.97,47093.85,54506565949.0,47093.85
2021-02-24,48835.09,51290.14,47213.5,63695521388.0,49705.33
2021-02-23,54204.93,54204.93,45290.59,106102492824.0,48824.43
2021-02-22,57532.74,57533.39,48967.57,92052420332.0,54207.32
2021-02-21,56068.57,58330.57,55672.61,51897585191.0,57539.95
2021-02-20,55887.34,57505.23,54626.56,68145460026.0,56099.52
2021-02-19,51675.98,56113.65,50937.28,63495496918.0,55888.13
2021-02-18,52140.97,52474.11,51015.77,52054723579.0,51679.8
2021-02-17,49207.28,52533.91,49072.38,80820545404.0,52149.01
2021-02-16,47944.46,50341.1,47201.3,77049582886.0,49199.87
2021-02-15,48696.54,48875.57,46347.48,77069903166.0,47945.06
2021-02-14,47114.51,49487.64,47114.51,71248675228.0,48717.29
2021-02-13,47491.2,48047.75,46392.28,70250456155.0,47105.52
2021-02-12,47877.04,48745.73,46424.98,76555041196.0,47504.85
2021-02-11,44898.71,48463.47,44187.76,81388911810.0,47909.33
2021-02-10,46469.76,47145.57,43881.15,87301089896.0,44918.18
2021-02-09,46184.99,48003.72,45166.96,91809846886.0,46481.11
2021-02-08,38886.83,46203.93,38076.32,101467222687.0,46196.46
2021-02-07,39250.19,39621.84,37446.15,65500641143.0,38903.44
2021-02-06,38138.39,40846.55,38138.39,71326033653.0,39266.01
2021-02-05,36931.55,38225.91,36658.76,58598066402.0,38144.31
2021-02-04,37475.11,38592.18,36317.5,68838074392.0,36926.07
2021-02-03,35510.82,37480.19,35443.98,61166818159.0,37472.09
2021-02-02,33533.2,35896.88,33489.22,63088585433.0,35510.29
2021-02-01,33114.58,34638.21,32384.23,61400400660.0,33537.18
2021-01-31,34270.88,34288.33,32270.18,52754542671.0,33114.36
2021-01-30,34295.93,34834.71,32940.19,65141828798.0,34269.52
2021-01-29,34318.67,38406.26,32064.81,117894572511.0,34316.39
2021-01-28,30441.04,33858.31,30023.21,76517157706.0,33466.1
2021-01-27,32564.03,32564.03,29367.14,62576762015.0,30432.55
2021-01-26,32358.61,32794.55,31030.27,60255421470.0,32569.85
2021-01-25,32285.8,34802.74,32087.79,59897054838.0,32366.39
2021-01-24,32064.38,32944.01,31106.69,48643830599.0,32289.38
2021-01-23,32985.76,33360.98,31493.16,48354737975.0,32067.64
2021-01-22,30817.63,33811.85,28953.37,77207272511.0,33005.76
2021-01-21,35549.4,35552.68,30250.75,75643067688.0,30825.7
2021-01-20,36050.11,36378.33,33570.48,66834573161.0,35547.75
2021-01-19,36642.23,37755.89,36069.8,57244195486.0,36069.8
2021-01-18,35792.24,37299.29,34883.84,49511702429.0,36630.07
2021-01-17,36163.65,36722.35,34069.32,52359854336.0,35791.28
2021-01-16,36821.65,37864.37,35633.55,57706187875.0,36178.14
2021-01-15,39156.71,39577.71,34659.59,67760757881.0,36825.37
2021-01-14,37325.11,39966.41,36868.56,63615990033.0,39187.33
2021-01-13,33915.12,37599.96,32584.67,69364315979.0,37316.36
2021-01-12,35516.36,36568.53,32697.98,74773277909.0,33922.96
2021-01-11,38346.53,38346.53,30549.6,123320567399.0,35566.66
2021-01-10,40254.22,41420.19,35984.63,79980747690.0,38356.44
2021-01-09,40788.64,41436.35,38980.88,61984162837.0,40254.55
2021-01-08,39381.77,41946.74,36838.64,88107519480.0,40797.61
2021-01-07,36833.88,40180.37,36491.19,84762141031.0,39371.04
2021-01-06,34013.61,36879.7,33514.04,75289433811.0,36824.36
2021-01-05,31977.04,34437.59,30221.19,67547324782.0,33992.43
2021-01-04,32810.95,33440.22,28722.76,81163475344.0,31971.91
2021-01-03,32129.41,34608.56,32052.32,78665235202.0,32782.02
2021-01-02,29376.46,33155.12,29091.18,67865420765.0,32127.27
2021-01-01,28994.01,29600.63,28803.59,40730301359.0,29374.15
2020-12-31,28841.57,29244.88,28201.99,46754964848.0,29001.72
2020-12-30,27360.09,28937.74,27360.09,51287442704.0,28840.95
2020-12-29,27081.81,27370.72,25987.3,45265946774.0,27362.44
2020-12-28,26280.82,27389.11,26207.64,49056742893.0,27084.81
2020-12-27,26439.37,28288.84,25922.77,66479895605.0,26272.29
2020-12-26,24677.02,26718.07,24522.69,48332647295.0,26437.04
2020-12-25,23733.57,24710.1,23463.67,42068395846.0,24664.79
2020-12-24,23240.2,23768.34,22777.6,41080759713.0,23735.95
2020-12-23,23781.97,24024.49,22802.65,51146161904.0,23241.35
2020-12-22,22794.04,23789.9,22430.61,44171632681.0,23783.03
2020-12-21,23474.46,24059.98,22159.37,45852713981.0,22803.08
2020-12-20,23861.77,24209.66,23147.71,37844228422.0,23477.29
2020-12-19,23132.87,24085.86,22826.47,38487546580.0,23869.83
2020-12-18,22806.8,23238.6,22399.81,40387896275.0,23137.96
2020-12-17,21308.35,23642.66,21234.68,71378606374.0,22805.16
2020-12-16,19418.82,21458.91,19298.32,44409011479.0,21310.6
2020-12-15,19246.92,19525.01,19079.84,26741982541.0,19417.08
2020-12-14,19144.49,19305.1,19012.71,22473997681.0,19246.64
2020-12-13,18806.77,19381.54,18734.33,25450468637.0,19142.38
2020-12-12,18051.32,18919.55,18046.04,21752580802.0,18803.66
2020-12-11,18263.93,18268.45,17619.53,27919640985.0,18058.9
2020-12-10,18553.3,18553.3,17957.06,25547132265.0,18264.99
2020-12-09,18320.88,18626.29,17935.55,34420373071.0,18553.92
2020-12-08,19191.53,19283.48,18269.95,31692288756.0,18321.14
2020-12-07,19343.13,19411.83,18931.14,26896357742.0,19191.63
2020-12-06,19154.18,19390.5,18897.89,25293775714.0,19345.12
2020-12-05,18698.38,19160.45,18590.19,27242455064.0,19154.23
2020-12-04,19446.97,19511.4,18697.19,33872388058.0,18699.77
2020-12-03,19205.93,19566.19,18925.79,31930317405.0,19445.4
2020-12-02,18801.74,19308.33,18347.72,37387697139.0,19201.09
2020-12-01,19633.77,19845.97,18321.92,49633658712.0,18803.0
2020-11-30,18178.32,19749.26,18178.32,47728480399.0,19625.84
2020-11-29,17719.63,18283.63,17559.12,31133957704.0,18177.48
2020-11-28,17112.93,17853.94,16910.65,32601040734.0,17717.41
2020-11-27,17153.91,17445.02,16526.42,38886494645.0,17108.4
2020-11-26,18729.84,18866.29,16351.04,61396835737.0,17150.62
2020-11-25,19104.41,19390.96,18581.15,43710357371.0,18732.12
2020-11-24,18365.02,19348.27,18128.66,51469565009.0,19107.46
2020-11-23,18370.02,18711.43,18000.8,42741112308.0,18364.12
2020-11-22,18642.23,18688.97,17671.38,41280434226.0,18370.0
2020-11-21,18621.32,18936.62,18444.36,39650210707.0,18642.23
2020-11-20,17817.08,18773.23,17765.79,36992873940.0,18621.31
2020-11-19,17803.86,18119.55,17382.55,36985055355.0,17817.09
2020-11-18,17645.19,18393.95,17352.91,49064800278.0,17804.01
2020-11-17,16685.69,17782.92,16564.54,39006849170.0,17645.41
2020-11-16,15955.58,16816.18,15880.71,31526766675.0,16716.11
2020-11-15,16068.14,16123.11,15793.53,23653867583.0,15955.59
2020-11-14,16317.81,16317.81,15749.19,27481710135.0,16068.14
2020-11-13,16276.44,16463.18,15992.15,31599492172.0,16317.81
2020-11-12,15701.3,16305.0,15534.77,34175758344.0,16276.34
2020-11-11,15290.91,15916.26,15290.01,29772374934.0,15701.34
2020-11-10,15332.35,15450.33,15124.96,25574938143.0,15290.9
2020-11-09,15479.6,15785.14,14865.53,34149115566.0,15332.32
2020-11-08,14833.75,15637.32,14744.11,26632075029.0,15479.57
2020-11-07,15565.88,15737.1,14423.2,35024953706.0,14833.75
2020-11-06,15579.73,15903.44,15226.84,39837841971.0,15565.88
2020-11-05,14133.73,15706.4,14102.09,40856321439.0,15579.85
2020-11-04,13950.49,14218.77,13580.47,35116364962.0,14133.71
2020-11-03,13550.45,13984.98,13325.44,29869951617.0,13950.3
2020-11-02,13737.03,13808.32,13243.16,30771455468.0,13550.49
